Rk,elevation,Team,Key,Year,SO,W,L,WL,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,ROE,HBP,BK,WP,BF,WHIP,SOnine,SOBB,AB,H,twB,thB,HR,SB,CS,BA,OBP,SLG,OPS,BB,TB,GDP,HBP,SH,SF,IBB,BAbip,tOPS,sOPS
250,5183,NYM,NYM2019,2019,24,2,1,0.667,4.85,13,3,3,0,0,0,26,30,14,14,5,6,0,0,0,0,0,111,1.385,8.31,4,104,30,2,0,5,5,1,0.288,0.324,0.452,0.776,6,47,2,0,0,1,0,0.329,110,76
446,5183,NYY,NYY2002,2002,12,2,1,0.667,8,13,3,3,0,0,1,27,41,29,24,6,14,0,2,0,0,2,132,2.037,4,0.86,115,41,6,1,6,0,0,0.357,0.42,0.583,1.002,14,67,4,0,1,2,0,0.354,184,133
341,5183,NYY,NYY2007,2007,19,0,3,0,4.88,12,3,3,0,0,0,24,28,13,13,4,9,0,0,2,0,0,107,1.542,7.13,2.11,94,28,2,1,4,4,1,0.298,0.368,0.468,0.836,9,44,2,2,1,1,0,0.333,121,107
427,5183,NYY,NYY2013,2013,14,2,1,0.667,1.73,12,3,3,0,0,2,26,16,5,5,2,6,0,0,2,0,1,98,0.846,4.85,2.33,89,16,2,0,2,3,0,0.18,0.245,0.27,0.515,6,24,3,2,0,1,0,0.189,42,33
416,5183,NYY,NYY2016,2016,15,0,2,0,10.69,9,2,2,0,0,0,16,28,19,19,4,8,1,0,1,0,1,82,2.25,8.44,1.88,70,28,6,2,4,3,1,0.4,0.463,0.714,1.177,8,50,2,1,2,1,1,0.462,218,174
419,5183,OAK,OAK1997,1997,14,0,2,0,6.61,8,2,2,0,0,0,16.1,23,14,12,2,6,1,1,0,0,0,78,1.776,7.71,2.33,68,23,8,0,2,1,0,0.338,0.382,0.544,0.926,6,37,1,0,2,2,1,0.389,117,106
327,5183,OAK,OAK1998,1998,19,1,2,0.333,9.36,12,3,3,0,0,1,25,40,29,26,7,7,1,1,0,0,0,119,1.88,6.84,2.71,109,40,7,3,7,1,1,0.367,0.398,0.679,1.077,7,74,3,0,1,2,1,0.388,170,143
430,5183,OAK,OAK2000,2000,13,1,2,0.333,12.15,15,3,3,0,0,1,26.2,48,38,36,7,11,1,5,0,0,3,140,2.213,4.39,1.18,125,48,7,1,7,2,1,0.384,0.428,0.624,1.052,11,78,2,0,2,2,1,0.383,171,130
271,5183,OAK,OAK2006,2006,22,1,2,0.333,4.33,10,3,3,0,0,0,27,28,15,13,2,12,2,0,2,0,0,119,1.481,7.33,1.83,100,28,6,0,2,0,2,0.28,0.365,0.4,0.765,12,40,1,2,4,1,2,0.338,103,90
247,5183,OAK,OAK2012,2012,24,3,0,1,5,11,3,3,0,0,2,27,29,15,15,6,13,2,0,2,0,0,118,1.556,8,1.85,100,29,3,1,6,1,1,0.29,0.383,0.52,0.903,13,52,4,2,3,0,2,0.329,163,108
322,5183,OAK,OAK2018,2018,20,0,3,0,3.75,10,3,3,0,0,0,24,28,10,10,4,7,2,0,0,0,1,105,1.458,7.5,2.86,96,28,10,1,4,0,0,0.292,0.34,0.542,0.881,7,52,1,0,2,0,2,0.333,151,114
349,5183,OAK,OAK2020,2020,19,1,1,0.5,2.12,6,2,2,0,0,1,17,17,4,4,1,3,0,0,0,0,1,69,1.176,10.06,6.33,65,17,2,0,1,0,1,0.262,0.29,0.338,0.628,3,22,0,0,0,1,0,0.348,82,56
20,5183,PHI,PHI1993,1993,30,5,1,0.833,4.08,18,6,4,2,1,2,53,58,29,24,3,17,0,6,2,0,5,230,1.415,5.09,1.76,209,58,8,5,3,6,1,0.278,0.338,0.407,0.744,17,85,8,2,2,0,0,0.313,113,75
13,5183,PHI,PHI1994,1994,23,3,0,1,5,10,3,3,0,0,2,27,31,19,15,7,11,0,5,1,0,2,126,1.556,7.67,2.09,108,31,4,1,7,4,1,0.287,0.352,0.537,0.889,11,58,1,1,4,2,0,0.3,145,107
206,5183,PHI,PHI1995,1995,26,1,3,0.25,6.55,13,4,4,0,0,1,33,40,25,24,5,18,0,3,2,0,1,157,1.758,7.09,1.44,132,40,4,3,5,2,0,0.303,0.39,0.492,0.882,18,65,3,2,3,2,0,0.34,142,94
143,5183,PHI,PHI1996,1996,34,2,4,0.333,5.4,21,6,6,0,0,2,50,65,38,30,9,16,2,4,5,0,1,233,1.62,6.12,2.12,208,65,11,3,9,8,1,0.313,0.374,0.524,0.898,16,109,5,5,3,1,2,0.337,137,93
182,5183,PHI,PHI1997,1997,28,3,2,0.6,5.02,18,5,5,0,0,1,43,43,28,24,5,23,1,4,2,1,6,193,1.535,5.86,1.22,167,43,12,1,5,6,1,0.257,0.354,0.431,0.785,23,72,3,2,1,0,1,0.284,102,77
368,5183,PHI,PHI1998,1998,17,2,1,0.667,5.19,12,3,3,0,0,1,26,35,16,15,2,5,2,2,0,0,3,116,1.538,5.88,3.4,110,35,12,0,2,1,0,0.318,0.345,0.482,0.827,5,53,2,0,0,1,2,0.359,116,90
192,5183,PHI,PHI1999,1999,27,3,3,0.5,5.29,19,6,5,1,0,1,51,68,32,30,5,14,2,2,1,0,4,229,1.608,4.76,1.93,211,68,17,2,5,0,4,0.322,0.362,0.493,0.855,14,104,5,1,0,3,2,0.346,115,80
328,5183,PHI,PHI2000,2000,19,1,2,0.333,8.06,9,3,3,0,0,0,25.2,44,24,23,5,8,0,2,2,1,1,130,2.026,6.66,2.38,117,44,7,0,5,1,2,0.376,0.422,0.564,0.986,8,66,0,2,2,1,0,0.415,149,117
389,5183,PHI,PHI2001,2001,16,2,1,0.667,3.86,9,3,2,1,0,1,23.1,25,10,10,4,8,0,0,0,0,1,98,1.414,6.17,2,90,25,6,1,4,0,1,0.278,0.337,0.5,0.837,8,45,4,0,0,0,0,0.3,120,83
282,5183,PHI,PHI2002,2002,21,0,3,0,6,9,3,3,0,0,0,24,28,16,16,2,18,2,2,2,0,3,116,1.917,7.88,1.17,95,28,5,1,2,3,3,0.295,0.417,0.432,0.849,18,41,4,2,1,0,2,0.361,135,102
448,5183,PHI,PHI2003,2003,12,1,2,0.333,2.88,7,3,2,1,0,0,25,23,11,8,3,9,0,2,1,0,3,106,1.28,4.32,1.33,94,23,5,0,3,1,0,0.245,0.317,0.394,0.711,9,37,4,1,2,0,0,0.253,95,68
305,5183,PHI,PHI2004,2004,20,2,2,0.5,5.82,14,4,4,0,0,1,34,42,23,22,8,20,3,1,1,0,2,161,1.824,5.29,1,135,42,7,1,8,0,0,0.311,0.404,0.556,0.959,20,75,5,1,5,0,3,0.318,147,116
153,5183,PHI,PHI2005,2005,32,3,1,0.75,5.66,18,4,4,0,0,3,35,37,24,22,5,8,0,1,2,0,0,146,1.286,8.23,4,132,37,9,0,5,0,1,0.28,0.324,0.462,0.786,8,61,5,2,1,3,0,0.327,110,89
456,5183,PHI,PHI2006,2006,11,2,1,0.667,5.88,11,3,3,0,0,2,26,35,18,17,1,8,1,0,1,0,0,118,1.654,3.81,1.38,105,35,6,3,1,1,1,0.333,0.386,0.476,0.862,8,50,2,1,4,0,1,0.366,117,113
450,5183,PHI,PHI2007,2007,12,1,2,0.333,5.53,13,3,3,0,0,1,27.2,40,17,17,5,9,0,1,0,0,1,128,1.771,3.9,1.33,116,40,8,1,5,1,2,0.345,0.389,0.56,0.949,9,65,2,0,2,1,0,0.35,137,133
451,5183,PHI,PHI2008,2008,12,2,0,1,5.5,8,2,2,0,0,1,18,21,11,11,4,7,0,3,0,0,0,80,1.556,6,1.71,71,21,6,1,4,3,2,0.296,0.359,0.577,0.936,7,41,3,0,2,0,0,0.309,150,134
310,5183,PHI,PHI2009,2009,20,2,1,0.667,6.58,13,3,3,0,0,1,26,27,19,19,5,8,0,0,2,0,1,114,1.346,6.92,2.5,101,27,7,1,5,1,1,0.267,0.33,0.505,0.835,8,51,0,2,2,1,0,0.286,119,107
426,5183,PHI,PHI2010,2010,14,2,1,0.667,5.33,16,3,3,0,0,1,27,44,20,16,4,12,0,4,1,1,1,136,2.074,4.67,1.17,117,44,6,2,4,0,2,0.376,0.432,0.564,0.996,12,66,3,1,4,2,0,0.396,178,149
273,5183,PHI,PHI2011,2011,22,3,0,1,2.57,9,3,3,0,0,2,28,22,9,8,3,6,0,1,0,0,1,108,1,7.07,3.67,98,22,2,1,3,4,2,0.224,0.267,0.357,0.624,6,35,2,0,3,1,0,0.257,89,56
360,5183,PHI,PHI2012,2012,18,2,1,0.667,3.81,9,3,3,0,0,1,26,27,12,11,1,7,1,2,1,0,0,112,1.308,6.23,2.57,100,27,7,2,1,1,1,0.27,0.321,0.41,0.731,7,41,2,1,2,1,1,0.317,106,70
439,5183,PHI,PHI2013,2013,13,1,2,0.333,7.56,15,3,3,0,0,1,25,40,22,21,5,10,1,1,0,0,2,122,2,4.68,1.3,111,40,7,1,5,3,0,0.36,0.413,0.577,0.99,10,64,3,0,1,0,1,0.376,164,151
380,5183,PHI,PHI2014,2014,17,1,2,0.333,8.64,13,3,3,0,0,1,25,39,24,24,4,7,2,0,2,0,0,121,1.84,6.12,2.43,110,39,8,1,4,2,1,0.355,0.4,0.555,0.955,7,61,0,2,1,1,2,0.389,168,125
234,5183,PHI,PHI2015,2015,25,2,2,0.5,3.71,14,4,4,0,0,2,34,35,18,14,2,11,1,4,2,0,0,147,1.353,6.62,2.27,133,35,5,2,2,3,0,0.263,0.329,0.376,0.705,11,50,4,2,1,0,1,0.311,81,68
221,5183,PHI,PHI2016,2016,26,2,2,0.5,6.62,14,4,4,0,0,1,34,46,25,25,5,9,0,0,1,0,1,154,1.618,6.88,2.89,143,46,12,3,5,2,0,0.322,0.366,0.552,0.918,9,79,4,1,1,0,0,0.366,136,114
267,5183,PHI,PHI2017,2017,23,1,2,0.333,5.04,10,3,3,0,0,1,25,25,14,14,2,14,1,0,2,0,0,114,1.56,8.28,1.64,95,25,8,0,2,2,0,0.263,0.363,0.411,0.773,14,39,2,2,1,2,1,0.319,101,89
202,5183,PHI,PHI2018,2018,27,0,4,0,10.69,20,4,4,0,0,0,32,52,39,38,9,17,1,2,1,1,2,165,2.156,7.59,1.59,144,52,12,3,9,0,0,0.361,0.429,0.674,1.103,17,97,3,1,2,1,1,0.394,201,168
111,5183,PHI,PHI2019,2019,44,1,3,0.25,4.42,18,4,4,0,0,1,36.2,43,19,18,6,15,1,2,2,0,1,164,1.582,10.8,2.93,144,43,7,2,6,2,4,0.299,0.368,0.5,0.868,15,72,3,2,1,2,1,0.385,121,97
19,5183,PIT,PIT1993,1993,22,2,4,0.333,6.04,20,6,5,1,0,1,50.2,61,36,34,5,18,2,1,2,0,1,227,1.559,3.91,1.22,201,61,14,3,5,9,2,0.303,0.363,0.478,0.841,18,96,3,2,4,2,2,0.318,117,97
5,5183,PIT,PIT1994,1994,13,2,1,0.667,3.81,11,3,3,0,0,2,26,29,12,11,4,5,1,2,1,0,0,108,1.308,4.5,2.6,101,29,6,1,4,1,0,0.287,0.324,0.485,0.809,5,49,5,1,0,1,1,0.294,103,89
205,5183,PIT,PIT1995,1995,26,1,5,0.167,6.39,23,6,6,0,0,0,49.1,66,36,35,11,23,3,0,1,0,1,225,1.804,4.74,1.13,195,66,11,1,11,6,5,0.338,0.409,0.574,0.983,23,112,7,1,5,1,3,0.346,151,115
117,5183,PIT,PIT1996,1996,40,1,5,0.167,9.37,20,6,6,0,0,1,49,77,53,51,12,16,1,2,3,0,3,236,1.898,7.35,2.5,212,77,15,5,12,16,2,0.363,0.407,0.651,1.058,16,138,2,3,0,5,1,0.394,167,125
183,5183,PIT,PIT1997,1997,28,2,3,0.4,6.8,18,5,5,0,0,1,42.1,60,32,32,8,21,3,1,2,0,0,200,1.913,5.95,1.33,174,60,8,2,8,3,3,0.345,0.421,0.552,0.973,21,96,6,2,3,0,3,0.377,156,118
268,5183,PIT,PIT1998,1998,22,1,2,0.333,5.16,11,3,2,1,0,0,29.2,36,21,17,5,6,1,2,0,0,1,128,1.416,6.67,3.67,115,36,11,1,5,0,0,0.313,0.336,0.557,0.893,6,64,2,0,3,4,1,0.337,143,102
407,5183,PIT,PIT1999,1999,15,3,0,1,7.71,15,3,3,0,0,3,28,46,24,24,8,13,1,0,0,0,1,140,2.107,4.82,1.15,126,46,12,1,8,1,0,0.365,0.421,0.667,1.088,13,84,1,0,0,1,1,0.365,182,126
193,5183,PIT,PIT2000,2000,27,2,4,0.333,5.51,23,6,6,0,0,2,50.2,67,36,31,7,22,4,6,0,0,2,234,1.757,4.8,1.23,206,67,10,3,7,7,1,0.325,0.387,0.505,0.892,22,104,6,0,4,2,4,0.345,124,96
269,5183,PIT,PIT2001,2001,22,2,1,0.667,5.88,11,3,3,0,0,1,26,35,19,17,4,8,0,3,3,0,1,121,1.654,7.62,2.75,109,35,6,2,4,2,0,0.321,0.38,0.523,0.903,8,57,5,3,0,1,0,0.369,131,99
458,5183,PIT,PIT2002,2002,10,0,3,0,7.88,8,3,3,0,0,0,24,33,23,21,4,7,0,1,4,2,0,113,1.667,3.75,1.43,98,33,6,1,4,0,1,0.337,0.393,0.541,0.934,7,53,2,4,1,3,0,0.333,143,117
303,5183,PIT,PIT2003,2003,20,2,1,0.667,5.54,12,3,3,0,0,1,26,33,20,16,6,10,2,2,0,0,2,118,1.654,6.92,2,106,33,6,1,6,1,1,0.311,0.364,0.557,0.921,10,59,4,0,0,2,2,0.329,138,114
304,5183,PIT,PIT2004,2004,20,2,1,0.667,5.59,12,3,2,1,0,0,29,35,19,18,5,14,2,1,2,0,0,133,1.69,6.21,1.43,110,35,9,2,5,0,1,0.318,0.392,0.573,0.965,14,63,4,2,3,4,2,0.337,152,117
437,5183,PIT,PIT2005,2005,13,2,1,0.667,4.28,11,3,3,0,0,0,27.1,26,13,13,3,11,1,0,1,0,0,116,1.354,4.28,1.18,104,26,4,1,3,1,0,0.25,0.328,0.394,0.722,11,41,3,1,0,0,1,0.261,88,76
244,5183,PIT,PIT2006,2006,24,1,2,0.333,8.28,13,3,3,0,0,1,25,35,23,23,2,14,1,1,2,0,1,124,1.96,8.64,1.71,99,35,6,3,2,0,1,0.354,0.421,0.535,0.957,14,53,2,2,3,6,1,0.418,142,135
160,5183,PIT,PIT2007,2007,31,3,1,0.75,2.92,15,4,4,0,0,1,37,35,14,12,5,16,1,2,2,0,3,161,1.378,7.54,1.94,142,35,5,0,5,1,1,0.246,0.331,0.387,0.719,16,55,4,2,1,0,1,0.283,81,79
195,5183,PIT,PIT2008,2008,27,0,4,0,7.59,14,4,4,0,0,0,32,44,28,27,6,8,1,0,2,0,1,149,1.625,7.59,3.38,134,44,18,3,6,3,0,0.328,0.37,0.642,1.012,8,86,1,2,3,2,1,0.369,144,152
121,5183,PIT,PIT2009,2009,40,1,5,0.167,7.48,24,6,6,0,0,0,49.1,68,42,41,11,14,2,1,0,0,2,224,1.662,7.3,2.86,202,68,20,3,11,3,3,0.337,0.374,0.629,1.003,14,127,1,0,5,3,2,0.37,150,147
376,5183,PIT,PIT2010,2010,17,2,1,0.667,4.15,14,3,3,0,0,1,26,31,13,12,5,9,1,0,0,1,1,114,1.538,5.88,1.89,103,31,6,0,5,2,0,0.301,0.354,0.505,0.859,9,52,1,0,1,1,1,0.317,114,114
377,5183,PIT,PIT2011,2011,17,2,1,0.667,2.77,11,3,3,0,0,1,26,21,8,8,1,11,0,0,0,0,1,107,1.231,5.88,1.55,94,21,4,0,1,0,0,0.223,0.305,0.298,0.603,11,28,3,0,2,0,0,0.263,63,54
361,5183,PIT,PIT2012,2012,18,2,1,0.667,4.05,13,3,3,0,0,2,26.2,29,13,12,2,15,1,1,0,0,1,122,1.65,6.08,1.2,106,29,4,1,2,2,0,0.274,0.361,0.387,0.747,15,41,2,0,0,1,1,0.31,114,76
402,5183,PIT,PIT2013,2013,16,0,3,0,6.38,10,3,3,0,0,0,24,32,19,17,1,13,2,2,1,1,0,119,1.875,6,1.23,103,32,7,0,1,6,0,0.311,0.39,0.408,0.798,13,42,1,1,1,1,2,0.356,146,106
346,5183,PIT,PIT2014,2014,19,1,2,0.333,6.84,10,3,3,0,0,1,25,34,21,19,6,9,3,1,0,0,2,116,1.72,6.84,2.11,106,34,9,1,6,1,1,0.321,0.374,0.594,0.968,9,63,3,0,1,0,3,0.346,178,125
141,5183,PIT,PIT2015,2015,35,4,0,1,3.75,21,4,4,0,0,2,36,37,17,15,4,10,2,3,1,0,1,153,1.306,8.75,3.5,142,37,5,1,4,6,1,0.261,0.314,0.394,0.708,10,56,4,1,0,0,2,0.32,110,68
189,5183,PIT,PIT2016,2016,28,3,1,0.75,5.21,16,4,4,0,0,2,38,49,24,22,6,18,0,1,0,0,2,176,1.763,6.63,1.56,153,49,9,3,6,2,0,0.32,0.392,0.536,0.928,18,82,4,0,5,0,0,0.361,140,118
320,5183,PIT,PIT2017,2017,20,1,2,0.333,9,9,3,3,0,0,0,25,37,25,25,6,8,1,0,1,1,3,116,1.8,7.2,2.5,105,37,9,1,6,0,0,0.352,0.4,0.629,1.029,8,66,4,1,1,1,1,0.388,167,146
442,5183,PIT,PIT2018,2018,13,2,1,0.667,2.08,8,3,2,1,0,1,26,24,7,6,1,4,0,1,2,0,0,105,1.077,4.5,3.25,97,24,5,0,1,0,1,0.247,0.288,0.33,0.618,4,32,2,2,1,1,0,0.274,71,54
132,5183,PIT,PIT2019,2019,38,4,0,1,4.5,17,4,4,0,0,1,36,36,18,18,6,7,0,1,2,0,1,151,1.194,9.5,5.43,139,36,7,2,6,1,0,0.259,0.3,0.468,0.768,7,65,3,2,1,2,0,0.309,87,72
16,5183,SDP,SDP1993,1993,37,2,4,0.333,8.1,20,6,5,1,0,1,50,72,54,45,8,29,4,8,3,0,4,251,2.02,6.66,1.28,211,72,13,3,8,7,5,0.341,0.421,0.545,0.966,29,115,3,3,4,4,4,0.376,161,126
1,5183,SDP,SDP1994,1994,26,2,2,0.5,7,15,4,4,0,0,1,36,50,29,28,6,17,0,1,0,0,2,167,1.861,6.5,1.53,145,50,8,1,6,7,2,0.345,0.414,0.538,0.952,17,78,6,0,5,0,0,0.389,166,124
113,5183,SDP,SDP1995,1995,43,1,5,0.167,9.29,23,6,6,0,0,0,51.1,78,55,53,12,28,2,2,4,0,1,256,2.065,7.54,1.54,220,78,12,2,12,8,5,0.355,0.437,0.591,1.027,28,130,6,4,4,0,2,0.4,182,125
124,5183,SDP,SDP1996,1996,39,2,5,0.286,9.35,27,7,7,0,0,0,59.2,88,63,62,14,24,1,4,8,0,2,295,1.877,5.88,1.62,261,88,16,1,14,9,3,0.337,0.408,0.567,0.975,24,148,3,8,1,1,1,0.354,182,109
106,5183,SDP,SDP1997,1997,44,4,2,0.667,5.84,23,6,6,0,0,3,57,76,43,37,6,26,1,3,2,0,4,264,1.789,6.95,1.69,231,76,15,1,6,10,4,0.329,0.398,0.481,0.879,26,111,6,2,3,2,1,0.383,124,98
151,5183,SDP,SDP1998,1998,32,3,3,0.5,6,21,6,5,1,0,2,51,71,43,34,11,24,2,4,4,0,4,250,1.863,5.65,1.33,216,71,11,1,11,1,0,0.329,0.404,0.542,0.946,24,117,3,4,5,1,2,0.345,169,117
191,5183,SDP,SDP1999,1999,27,3,3,0.5,5.26,20,6,5,1,1,1,53,66,34,31,12,19,2,5,3,0,3,241,1.604,4.58,1.42,217,66,10,2,12,1,3,0.304,0.368,0.535,0.903,19,116,7,3,2,0,2,0.303,136,89
228,5183,SDP,SDP2000,2000,25,4,2,0.667,5.43,24,6,6,0,0,2,53,64,40,32,7,26,3,6,0,0,3,250,1.698,4.25,0.96,216,64,17,0,7,2,1,0.296,0.364,0.472,0.837,26,102,3,0,3,5,3,0.302,121,84
99,5183,SDP,SDP2001,2001,48,7,3,0.7,6.93,40,10,10,0,0,4,87,123,72,67,20,26,3,4,5,1,4,408,1.713,4.97,1.85,369,123,22,7,20,7,2,0.333,0.38,0.593,0.974,26,219,3,5,3,5,3,0.337,147,112
84,5183,SDP,SDP2002,2002,55,2,7,0.222,5.47,37,9,9,0,0,1,74,91,57,45,7,45,6,5,5,0,7,351,1.838,6.69,1.22,294,91,21,3,7,3,6,0.31,0.405,0.473,0.878,45,139,9,5,3,4,6,0.356,124,107
85,5183,SDP,SDP2003,2003,55,3,7,0.3,7.21,40,10,10,0,0,2,82.1,109,67,66,15,32,1,2,3,0,2,382,1.713,6.01,1.72,339,109,27,5,15,1,0,0.322,0.379,0.563,0.942,32,191,9,3,2,6,1,0.342,140,119
79,5183,SDP,SDP2004,2004,56,6,3,0.667,6.49,36,9,9,0,0,2,79,102,63,57,11,31,0,9,2,0,4,367,1.684,6.38,1.81,322,102,30,1,11,0,1,0.317,0.375,0.519,0.894,31,167,8,2,7,5,0,0.35,138,101
80,5183,SDP,SDP2005,2005,56,5,4,0.556,6.37,36,9,9,0,0,3,77.2,111,59,55,13,28,3,4,1,1,5,370,1.79,6.49,2,336,111,22,4,13,6,1,0.33,0.381,0.536,0.917,28,180,4,1,3,2,3,0.364,150,121
100,5183,SDP,SDP2006,2006,48,4,6,0.4,4.6,41,10,10,0,0,3,88,100,47,45,7,36,2,4,3,1,4,388,1.545,4.91,1.33,338,100,15,0,7,14,1,0.296,0.364,0.402,0.766,36,136,13,3,6,5,2,0.323,116,90
53,5183,SDP,SDP2007,2007,69,4,6,0.4,5.09,41,10,10,0,0,2,88.1,91,52,50,9,31,5,3,4,1,1,380,1.381,7.03,2.23,335,91,23,4,9,7,0,0.272,0.335,0.445,0.78,31,149,10,4,4,6,5,0.312,127,92
77,5183,SDP,SDP2008,2008,57,4,5,0.444,6.16,38,9,9,0,0,1,76,87,52,52,12,40,2,0,1,0,1,341,1.671,6.75,1.42,294,87,18,3,12,8,3,0.296,0.381,0.5,0.881,40,147,11,1,5,1,2,0.332,137,123
86,5183,SDP,SDP2009,2009,55,4,5,0.444,5.17,40,9,9,0,0,4,76.2,90,53,44,8,45,4,6,4,1,5,360,1.761,6.46,1.22,301,90,16,3,8,14,4,0.299,0.392,0.452,0.843,45,136,8,4,5,5,4,0.337,129,112
49,5183,SDP,SDP2010,2010,71,4,5,0.444,6,39,9,9,0,0,4,81,99,55,54,14,28,4,2,1,1,0,358,1.568,7.89,2.54,325,99,17,2,14,2,2,0.305,0.361,0.498,0.859,28,162,10,1,3,1,4,0.353,153,114
82,5183,SDP,SDP2011,2011,56,6,3,0.667,3.92,36,9,9,0,0,4,78,74,37,34,6,27,2,4,2,1,0,330,1.295,6.46,2.07,297,74,11,2,6,15,2,0.249,0.315,0.36,0.675,27,107,6,2,3,1,2,0.288,96,71
44,5183,SDP,SDP2012,2012,72,4,5,0.444,5.21,37,9,9,0,0,2,76,81,52,44,14,29,3,5,2,0,3,333,1.447,8.53,2.48,295,81,21,3,14,4,5,0.275,0.343,0.508,0.851,29,150,6,2,6,1,3,0.319,135,95
98,5183,SDP,SDP2013,2013,49,3,7,0.3,6.47,39,10,10,0,0,3,87.2,117,68,63,9,26,2,4,1,0,6,402,1.631,5.03,1.88,363,117,25,11,9,7,1,0.322,0.367,0.526,0.894,26,191,4,1,10,2,2,0.352,145,126
39,5183,SDP,SDP2014,2014,75,2,7,0.222,4.33,39,9,9,0,0,1,79,95,41,38,17,17,2,3,5,0,2,338,1.418,8.54,4.41,307,95,12,1,17,10,5,0.309,0.355,0.521,0.876,17,160,10,5,8,1,2,0.361,161,105
33,5183,SDP,SDP2015,2015,83,5,5,0.5,4.64,44,10,10,0,0,2,85.1,94,52,44,8,33,2,3,0,0,8,371,1.488,8.75,2.52,331,94,18,6,8,8,4,0.284,0.345,0.447,0.792,33,148,8,0,3,4,2,0.352,115,87
45,5183,SDP,SDP2016,2016,72,3,6,0.333,5.59,35,9,9,0,0,1,75.2,85,49,47,15,33,2,3,1,0,2,342,1.559,8.56,2.18,307,85,19,3,15,5,2,0.277,0.348,0.505,0.853,33,155,6,1,0,1,2,0.317,125,99
88,5183,SDP,SDP2017,2017,55,3,6,0.333,7.56,42,9,9,0,0,1,75,93,67,63,17,37,2,3,2,0,3,345,1.733,6.6,1.49,300,93,15,4,17,2,0,0.31,0.384,0.557,0.94,37,167,11,2,1,5,2,0.326,142,126
35,5183,SDP,SDP2018,2018,81,4,5,0.444,4.34,39,9,9,0,0,3,76.2,72,45,37,10,25,1,5,1,0,1,321,1.265,9.51,3.24,286,72,7,6,10,9,1,0.252,0.309,0.423,0.732,25,121,11,1,4,5,1,0.31,97,80
28,5183,SDP,SDP2019,2019,88,3,7,0.3,10.67,52,10,10,0,0,2,86,143,104,102,22,37,6,1,6,1,10,440,2.093,9.21,2.38,386,143,34,4,22,3,2,0.37,0.428,0.65,1.078,37,251,2,6,5,6,6,0.429,187,143
66,5183,SDP,SDP2020,2020,61,4,3,0.571,3.88,33,7,7,0,0,1,60.1,72,32,26,8,17,0,0,0,1,2,261,1.475,9.1,3.59,243,72,5,1,8,1,1,0.296,0.341,0.424,0.765,17,103,5,0,0,1,0,0.366,122,89
418,5183,SEA,SEA1997,1997,14,0,2,0,7.16,6,2,2,0,0,0,16.1,23,15,13,5,3,0,0,1,0,2,75,1.592,7.71,4.67,71,23,2,1,5,2,0,0.324,0.36,0.592,0.952,3,42,2,1,0,0,0,0.346,142,109
460,5183,SEA,SEA1999,1999,9,2,1,0.667,6.23,9,3,3,0,0,2,26,31,23,18,8,10,0,3,0,0,1,116,1.577,3.12,0.9,104,31,3,0,8,2,1,0.298,0.357,0.558,0.914,10,58,5,0,1,1,0,0.261,120,91
432,5183,SEA,SEA2001,2001,13,2,1,0.667,5.19,9,3,3,0,0,1,26,29,18,15,3,9,1,3,2,0,0,118,1.462,4.5,1.44,102,29,6,0,3,2,0,0.284,0.351,0.431,0.782,9,44,2,2,4,1,1,0.299,131,74
438,5183,SEA,SEA2009,2009,13,0,3,0,5.25,9,3,3,0,0,0,24,30,18,14,1,15,1,1,2,0,1,119,1.875,4.88,0.87,95,30,8,0,1,2,1,0.316,0.409,0.432,0.84,15,41,2,2,4,3,1,0.345,139,113
258,5183,SEA,SEA2012,2012,23,3,0,1,2.33,9,3,2,1,1,0,27,19,7,7,3,4,0,0,2,0,2,104,0.852,7.67,5.75,98,19,4,0,3,3,0,0.194,0.24,0.327,0.567,4,32,1,2,0,0,0,0.222,61,31
177,5183,SEA,SEA2015,2015,29,2,1,0.667,5.65,16,3,3,0,0,1,28.2,36,18,18,5,9,1,0,1,0,0,128,1.57,9.1,3.22,118,36,8,0,5,4,1,0.305,0.359,0.5,0.859,9,59,2,1,0,0,1,0.369,133,102
465,5183,SEA,SEA2017,2017,8,2,0,1,4.5,12,2,2,0,0,1,18,14,9,9,2,8,0,0,0,0,3,72,1.222,4,1,64,14,4,1,2,0,1,0.219,0.306,0.406,0.712,8,26,3,0,0,0,0,0.222,90,72
365,5183,SEA,SEA2018,2018,18,0,3,0,6.38,13,3,3,0,0,0,24,33,18,17,4,7,1,0,1,0,1,108,1.667,6.75,2.57,98,33,7,2,4,3,1,0.337,0.383,0.571,0.955,7,56,4,1,1,1,1,0.377,161,133
21,5183,SFG,SFG1993,1993,39,6,1,0.857,3.92,20,7,7,0,0,3,62,56,32,27,7,13,0,6,4,2,2,249,1.113,5.66,3,230,56,7,5,7,1,5,0.243,0.294,0.409,0.703,13,94,7,4,1,1,0,0.265,100,64
2,5183,SFG,SFG1994,1994,11,2,1,0.667,3.12,7,3,3,0,0,0,26,21,10,9,2,8,0,0,2,0,1,105,1.115,3.81,1.38,93,21,6,2,2,4,0,0.226,0.295,0.398,0.693,8,37,3,2,0,2,0,0.232,85,63
